"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Borstkanker";"C50";1980;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 35-39";64;14,4;14,4;"";""
"Borstkanker";"C50";1980;"Totaal";" 35-39";64;6,9;7,1;"";""
"Borstkanker";"C50";1980;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 40-44";94;23,8;23,8;"";""
"Borstkanker";"C50";1980;"Totaal";" 40-44";94;11,5;11,9;"";""
"Borstkanker";"C50";1980;"Mannen";" 45-49";2;0,5;0,5;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 45-49";170;44,9;44,9;"";""
"Borstkanker";"C50";1980;"Totaal";" 45-49";172;22,5;22,8;"";""
"Borstkanker";"C50";1980;"Mannen";" 50-54";0;0;0;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 50-54";232;62,4;62,4;"";""
"Borstkanker";"C50";1980;"Totaal";" 50-54";232;31,7;31,2;"";""
"Borstkanker";"C50";1980;"Mannen";" 55-59";0;0;0;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 55-59";314;84,2;84,2;"";""
"Borstkanker";"C50";1980;"Totaal";" 55-59";314;43,8;41,9;"";""
"Borstkanker";"C50";1980;"Mannen";" 60-64";1;0,4;0,4;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 60-64";309;98;98;"";""
"Borstkanker";"C50";1980;"Totaal";" 60-64";310;52,2;49,4;"";""
"Borstkanker";"C50";1980;"Mannen";" 65-69";3;1,2;1,2;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 65-69";296;99,2;99,2;"";""
"Borstkanker";"C50";1980;"Totaal";" 65-69";299;55,2;50,8;"";""
"Borstkanker";"C50";1980;"Mannen";" 70-74";3;1,6;1,6;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 70-74";361;139,3;139,3;"";""
"Borstkanker";"C50";1980;"Totaal";" 70-74";364;81,6;72,1;"";""
"Borstkanker";"C50";1980;"Mannen";" 75-79";1;0,8;0,8;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 75-79";290;146,6;146,6;"";""
"Borstkanker";"C50";1980;"Totaal";" 75-79";291;89,8;77,7;"";""
"Borstkanker";"C50";1980;"Mannen";" 80-84";0;0;0;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 80-84";253;205,4;205,4;"";""
"Borstkanker";"C50";1980;"Totaal";" 80-84";253;130,9;115,4;"";""
"Borstkanker";"C50";1980;"Mannen";" 85+";2;4,5;4,5;"";""
"Borstkanker";"C50";1980;"Vrouwen";" 85+";270;337,2;337,2;"";""
"Borstkanker";"C50";1980;"Totaal";" 85+";272;219,1;221,1;"";""
"Borstkanker";"C50";1980;"Mannen";" Totaal";12;0,2;0,3;"";""
"Borstkanker";"C50";1980;"Vrouwen";" Totaal";2678;37,6;57,5;"";""
"Borstkanker";"C50";1980;"Totaal";" Totaal";2690;19;29,1;"114279";"2.4"
"Borstkanker";"C50";1981;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1981;"Totaal";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1981;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 25-29";5;0,9;0,9;"";""
"Borstkanker";"C50";1981;"Totaal";" 25-29";5;0,4;0,4;"";""
"Borstkanker";"C50";1981;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 30-34";24;4,1;4,1;"";""
"Borstkanker";"C50";1981;"Totaal";" 30-34";24;2;2;"";""
"Borstkanker";"C50";1981;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 35-39";71;15;15;"";""
"Borstkanker";"C50";1981;"Totaal";" 35-39";71;7,2;7,5;"";""
"Borstkanker";"C50";1981;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 40-44";116;28,8;28,8;"";""
"Borstkanker";"C50";1981;"Totaal";" 40-44";116;14;14,4;"";""
"Borstkanker";"C50";1981;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 45-49";183;48,5;48,5;"";""
"Borstkanker";"C50";1981;"Totaal";" 45-49";183;23,9;24,4;"";""
"Borstkanker";"C50";1981;"Mannen";" 50-54";3;0,8;0,8;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 50-54";246;65,8;65,8;"";""
"Borstkanker";"C50";1981;"Totaal";" 50-54";249;33,7;33,3;"";""
"Borstkanker";"C50";1981;"Mannen";" 55-59";2;0,6;0,6;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 55-59";302;81,6;81,6;"";""
"Borstkanker";"C50";1981;"Totaal";" 55-59";304;42,7;40,9;"";""
"Borstkanker";"C50";1981;"Mannen";" 60-64";2;0,7;0,7;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 60-64";311;95,3;95,3;"";""
"Borstkanker";"C50";1981;"Totaal";" 60-64";313;50,9;48,2;"";""
"Borstkanker";"C50";1981;"Mannen";" 65-69";1;0,4;0,4;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 65-69";336;112;112;"";""
"Borstkanker";"C50";1981;"Totaal";" 65-69";337;61,9;56,9;"";""
"Borstkanker";"C50";1981;"Mannen";" 70-74";4;2,1;2,1;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 70-74";356;136,2;136,2;"";""
"Borstkanker";"C50";1981;"Totaal";" 70-74";360;80,1;70,7;"";""
"Borstkanker";"C50";1981;"Mannen";" 75-79";4;3,1;3,1;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 75-79";325;159,8;159,8;"";""
"Borstkanker";"C50";1981;"Totaal";" 75-79";329;99,2;85,8;"";""
"Borstkanker";"C50";1981;"Mannen";" 80-84";5;7;7;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 80-84";277;216,8;216,8;"";""
"Borstkanker";"C50";1981;"Totaal";" 80-84";282;141,8;124,9;"";""
"Borstkanker";"C50";1981;"Mannen";" 85+";3;6,6;6,6;"";""
"Borstkanker";"C50";1981;"Vrouwen";" 85+";270;316,3;316,3;"";""
"Borstkanker";"C50";1981;"Totaal";" 85+";273;209;208,2;"";""
"Borstkanker";"C50";1981;"Mannen";" Totaal";24;0,3;0,7;"";""
"Borstkanker";"C50";1981;"Vrouwen";" Totaal";2822;39,3;58,8;"";""
"Borstkanker";"C50";1981;"Totaal";" Totaal";2846;20;29,9;"115515";"2.5"
"Borstkanker";"C50";1982;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1982;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1982;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1982;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1982;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1982;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1982;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1982;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1982;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1982;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1982;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Borstkanker";"C50";1982;"Totaal";" 20-24";1;0,1;0,1;"";""
"Borstkanker";"C50";1982;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 25-29";5;0,9;0,9;"";""
"Borstkanker";"C50";1982;"Totaal";" 25-29";5;0,4;0,4;"";""
"Borstkanker";"C50";1982;"Mannen";" 30-34";1;0,2;0,2;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 30-34";28;4,9;4,9;"";""
"Borstkanker";"C50";1982;"Totaal";" 30-34";29;2,5;2,5;"";""
"Borstkanker";"C50";1982;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 35-39";78;15,2;15,2;"";""
"Borstkanker";"C50";1982;"Totaal";" 35-39";78;7,3;7,5;"";""
"Borstkanker";"C50";1982;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 40-44";116;28,3;28,3;"";""
"Borstkanker";"C50";1982;"Totaal";" 40-44";116;13,7;14,2;"";""
"Borstkanker";"C50";1982;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 45-49";162;43;43;"";""
"Borstkanker";"C50";1982;"Totaal";" 45-49";162;21,1;21,6;"";""
"Borstkanker";"C50";1982;"Mannen";" 50-54";2;0,5;0,5;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 50-54";249;66,2;66,2;"";""
"Borstkanker";"C50";1982;"Totaal";" 50-54";251;33,6;33,3;"";""
"Borstkanker";"C50";1982;"Mannen";" 55-59";1;0,3;0,3;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 55-59";316;85,9;85,9;"";""
"Borstkanker";"C50";1982;"Totaal";" 55-59";317;44,7;43;"";""
"Borstkanker";"C50";1982;"Mannen";" 60-64";3;1;1;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 60-64";329;98;98;"";""
"Borstkanker";"C50";1982;"Totaal";" 60-64";332;52,5;49,7;"";""
"Borstkanker";"C50";1982;"Mannen";" 65-69";0;0;0;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 65-69";320;106,5;106,5;"";""
"Borstkanker";"C50";1982;"Totaal";" 65-69";320;58,7;53,9;"";""
"Borstkanker";"C50";1982;"Mannen";" 70-74";1;0,5;0,5;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 70-74";340;128,6;128,6;"";""
"Borstkanker";"C50";1982;"Totaal";" 70-74";341;75;66,1;"";""
"Borstkanker";"C50";1982;"Mannen";" 75-79";3;2,3;2,3;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 75-79";355;170,7;170,7;"";""
"Borstkanker";"C50";1982;"Totaal";" 75-79";358;106;91,1;"";""
"Borstkanker";"C50";1982;"Mannen";" 80-84";2;2,8;2,8;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 80-84";287;216,1;216,1;"";""
"Borstkanker";"C50";1982;"Totaal";" 80-84";289;140,8;122,6;"";""
"Borstkanker";"C50";1982;"Mannen";" 85+";2;4,4;4,4;"";""
"Borstkanker";"C50";1982;"Vrouwen";" 85+";307;342;342;"";""
"Borstkanker";"C50";1982;"Totaal";" 85+";309;228,7;224,2;"";""
"Borstkanker";"C50";1982;"Mannen";" Totaal";15;0,2;0,4;"";""
"Borstkanker";"C50";1982;"Vrouwen";" Totaal";2893;40,1;59,4;"";""
"Borstkanker";"C50";1982;"Totaal";" Totaal";2908;20,3;30,1;"117264";"2.5"
"Borstkanker";"C50";1983;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1983;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1983;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1983;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1983;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1983;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1983;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1983;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1983;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 15-19";1;0,2;0,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 15-19";1;0,1;0,1;"";""
"Borstkanker";"C50";1983;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 20-24";1;0,1;0,1;"";""
"Borstkanker";"C50";1983;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 25-29";6;1;1;"";""
"Borstkanker";"C50";1983;"Totaal";" 25-29";6;0,5;0,5;"";""
"Borstkanker";"C50";1983;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 30-34";35;6,2;6,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 30-34";35;3;3,1;"";""
"Borstkanker";"C50";1983;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 35-39";72;13,2;13,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 35-39";72;6,4;6,6;"";""
"Borstkanker";"C50";1983;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 40-44";104;24,8;24,8;"";""
"Borstkanker";"C50";1983;"Totaal";" 40-44";104;12;12,4;"";""
"Borstkanker";"C50";1983;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 45-49";169;44,5;44,5;"";""
"Borstkanker";"C50";1983;"Totaal";" 45-49";169;21,8;22,4;"";""
"Borstkanker";"C50";1983;"Mannen";" 50-54";2;0,5;0,5;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 50-54";260;69;69;"";""
"Borstkanker";"C50";1983;"Totaal";" 50-54";262;34,9;34,7;"";""
"Borstkanker";"C50";1983;"Mannen";" 55-59";2;0,6;0,6;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 55-59";337;92,2;92,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 55-59";339;48;46,2;"";""
"Borstkanker";"C50";1983;"Mannen";" 60-64";5;1,6;1,6;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 60-64";339;97,9;97,9;"";""
"Borstkanker";"C50";1983;"Totaal";" 60-64";344;52,7;49,9;"";""
"Borstkanker";"C50";1983;"Mannen";" 65-69";2;0,8;0,8;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 65-69";344;115,5;115,5;"";""
"Borstkanker";"C50";1983;"Totaal";" 65-69";346;63,9;58,8;"";""
"Borstkanker";"C50";1983;"Mannen";" 70-74";1;0,5;0,5;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 70-74";306;114,1;114,1;"";""
"Borstkanker";"C50";1983;"Totaal";" 70-74";307;66,5;58,7;"";""
"Borstkanker";"C50";1983;"Mannen";" 75-79";4;3;3;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 75-79";317;148,9;148,9;"";""
"Borstkanker";"C50";1983;"Totaal";" 75-79";321;93,3;80;"";""
"Borstkanker";"C50";1983;"Mannen";" 80-84";0;0;0;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 80-84";304;220,2;220,2;"";""
"Borstkanker";"C50";1983;"Totaal";" 80-84";304;143,3;123,7;"";""
"Borstkanker";"C50";1983;"Mannen";" 85+";4;8,8;8,8;"";""
"Borstkanker";"C50";1983;"Vrouwen";" 85+";302;321,6;321,6;"";""
"Borstkanker";"C50";1983;"Totaal";" 85+";306;220;212,5;"";""
"Borstkanker";"C50";1983;"Mannen";" Totaal";20;0,3;0,5;"";""
"Borstkanker";"C50";1983;"Vrouwen";" Totaal";2897;39,9;58,3;"";""
"Borstkanker";"C50";1983;"Totaal";" Totaal";2917;20,3;29,6;"117761";"2.5"
"Borstkanker";"C50";1984;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1984;"Totaal";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1984;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 25-29";8;1,4;1,4;"";""
"Borstkanker";"C50";1984;"Totaal";" 25-29";8;0,7;0,7;"";""
"Borstkanker";"C50";1984;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 30-34";24;4,3;4,3;"";""
"Borstkanker";"C50";1984;"Totaal";" 30-34";24;2,1;2,1;"";""
"Borstkanker";"C50";1984;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 35-39";53;9,4;9,4;"";""
"Borstkanker";"C50";1984;"Totaal";" 35-39";53;4,5;4,7;"";""
"Borstkanker";"C50";1984;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 40-44";97;22,5;22,5;"";""
"Borstkanker";"C50";1984;"Totaal";" 40-44";97;10,9;11,2;"";""
"Borstkanker";"C50";1984;"Mannen";" 45-49";0;0;0;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 45-49";162;42;42;"";""
"Borstkanker";"C50";1984;"Totaal";" 45-49";162;20,6;21,1;"";""
"Borstkanker";"C50";1984;"Mannen";" 50-54";3;0,8;0,8;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 50-54";238;63,3;63,3;"";""
"Borstkanker";"C50";1984;"Totaal";" 50-54";241;32;32;"";""
"Borstkanker";"C50";1984;"Mannen";" 55-59";2;0,6;0,6;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 55-59";291;80,1;80,1;"";""
"Borstkanker";"C50";1984;"Totaal";" 55-59";293;41,6;40,2;"";""
"Borstkanker";"C50";1984;"Mannen";" 60-64";4;1,3;1,3;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 60-64";362;101,2;101,2;"";""
"Borstkanker";"C50";1984;"Totaal";" 60-64";366;54,3;51,4;"";""
"Borstkanker";"C50";1984;"Mannen";" 65-69";3;1,2;1,2;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 65-69";327;111;111;"";""
"Borstkanker";"C50";1984;"Totaal";" 65-69";330;61,5;56,8;"";""
"Borstkanker";"C50";1984;"Mannen";" 70-74";5;2,5;2,5;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 70-74";382;140,7;140,7;"";""
"Borstkanker";"C50";1984;"Totaal";" 70-74";387;82,8;73,3;"";""
"Borstkanker";"C50";1984;"Mannen";" 75-79";1;0,8;0,8;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 75-79";346;158,9;158,9;"";""
"Borstkanker";"C50";1984;"Totaal";" 75-79";347;98,8;84,2;"";""
"Borstkanker";"C50";1984;"Mannen";" 80-84";5;6,6;6,6;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 80-84";321;223,7;223,7;"";""
"Borstkanker";"C50";1984;"Totaal";" 80-84";326;148,7;128,6;"";""
"Borstkanker";"C50";1984;"Mannen";" 85+";1;2,2;2,2;"";""
"Borstkanker";"C50";1984;"Vrouwen";" 85+";287;290;290;"";""
"Borstkanker";"C50";1984;"Totaal";" 85+";288;198,8;189,6;"";""
"Borstkanker";"C50";1984;"Mannen";" Totaal";24;0,3;0,6;"";""
"Borstkanker";"C50";1984;"Vrouwen";" Totaal";2898;39,8;57,4;"";""
"Borstkanker";"C50";1984;"Totaal";" Totaal";2922;20,3;29,2;"119812";"2.4"
"Borstkanker";"C50";1985;"Mannen";" 0";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 0";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 0";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 1-4";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 5-9";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 10-14";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 15-19";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1985;"Totaal";" 20-24";0;0;0;"";""
"Borstkanker";"C50";1985;"Mannen";" 25-29";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 25-29";3;0,5;0,5;"";""
"Borstkanker";"C50";1985;"Totaal";" 25-29";3;0,2;0,2;"";""
"Borstkanker";"C50";1985;"Mannen";" 30-34";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 30-34";29;5,2;5,2;"";""
"Borstkanker";"C50";1985;"Totaal";" 30-34";29;2,5;2,5;"";""
"Borstkanker";"C50";1985;"Mannen";" 35-39";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 35-39";74;12,7;12,7;"";""
"Borstkanker";"C50";1985;"Totaal";" 35-39";74;6,2;6,3;"";""
"Borstkanker";"C50";1985;"Mannen";" 40-44";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 40-44";110;24,8;24,8;"";""
"Borstkanker";"C50";1985;"Totaal";" 40-44";110;12;12,4;"";""
"Borstkanker";"C50";1985;"Mannen";" 45-49";1;0,2;0,2;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 45-49";169;43;43;"";""
"Borstkanker";"C50";1985;"Totaal";" 45-49";170;21,1;21,8;"";""
"Borstkanker";"C50";1985;"Mannen";" 50-54";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 50-54";250;66,8;66,8;"";""
"Borstkanker";"C50";1985;"Totaal";" 50-54";250;33,3;33,3;"";""
"Borstkanker";"C50";1985;"Mannen";" 55-59";0;0;0;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 55-59";299;82,1;82,1;"";""
"Borstkanker";"C50";1985;"Totaal";" 55-59";299;42,2;40,9;"";""
"Borstkanker";"C50";1985;"Mannen";" 60-64";1;0,3;0,3;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 60-64";377;104,5;104,5;"";""
"Borstkanker";"C50";1985;"Totaal";" 60-64";378;55,6;52,6;"";""
"Borstkanker";"C50";1985;"Mannen";" 65-69";3;1,2;1,2;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 65-69";343;114,7;114,7;"";""
"Borstkanker";"C50";1985;"Totaal";" 65-69";346;63,5;58,6;"";""
"Borstkanker";"C50";1985;"Mannen";" 70-74";2;1;1;"";""
"Borstkanker";"C50";1985;"Vrouwen";" 70-74";359;131,3;131,3;"";""
