"doodsoorzaak";"icd10_code";"perioden";"geslacht";"leeftijd";"aantal";"aantal_per_100000";"aantal_per_100000_gestandaardiseerd";"sterfte_totaal";"percentage_van_totaal"
"Baarmoederhalskanker";"C53";1981;"Totaal";" 75-79";44;13,3;11,4;"";""
"Baarmoederhalskanker";"C53";1981;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1981;"Vrouwen";" 80-84";18;14,1;14,1;"";""
"Baarmoederhalskanker";"C53";1981;"Totaal";" 80-84";18;9,1;7,9;"";""
"Baarmoederhalskanker";"C53";1981;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1981;"Vrouwen";" 85+";22;25,8;25,8;"";""
"Baarmoederhalskanker";"C53";1981;"Totaal";" 85+";22;16,8;16,8;"";""
"Baarmoederhalskanker";"C53";1981;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1981;"Vrouwen";" Totaal";340;4,7;6,9;"";""
"Baarmoederhalskanker";"C53";1981;"Totaal";" Totaal";340;2,4;3,5;"115515";"0.3"
"Baarmoederhalskanker";"C53";1982;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 25-29";2;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 25-29";2;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 30-34";4;0,7;0,7;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 30-34";4;0,3;0,3;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 35-39";13;2,5;2,5;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 35-39";13;1,2;1,3;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 40-44";12;2,9;2,9;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 40-44";12;1,4;1,5;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 45-49";16;4,2;4,2;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 45-49";16;2,1;2,1;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 50-54";19;5,1;5,1;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 50-54";19;2,5;2,5;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 55-59";34;9,2;9,2;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 55-59";34;4,8;4,6;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 60-64";40;11,9;11,9;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 60-64";40;6,3;6;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 65-69";31;10,3;10,3;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 65-69";31;5,7;5,2;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 70-74";40;15,1;15,1;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 70-74";40;8,8;7,7;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 75-79";31;14,9;14,9;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 75-79";31;9,2;7,9;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 80-84";20;15,1;15,1;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 80-84";20;9,7;8,5;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" 85+";21;23,4;23,4;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" 85+";21;15,5;15,2;"";""
"Baarmoederhalskanker";"C53";1982;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1982;"Vrouwen";" Totaal";283;3,9;5,6;"";""
"Baarmoederhalskanker";"C53";1982;"Totaal";" Totaal";283;2;2,8;"117264";"0.2"
"Baarmoederhalskanker";"C53";1983;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 25-29";6;1;1;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 25-29";6;0,5;0,5;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 30-34";4;0,7;0,7;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 30-34";4;0,3;0,4;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 35-39";12;2,2;2,2;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 35-39";12;1,1;1,1;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 40-44";6;1,4;1,4;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 40-44";6;0,7;0,7;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 45-49";22;5,8;5,8;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 45-49";22;2,8;2,9;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 50-54";26;6,9;6,9;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 50-54";26;3,5;3,4;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 55-59";30;8,2;8,2;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 55-59";30;4,2;4,1;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 60-64";39;11,3;11,3;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 60-64";39;6;5,7;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 65-69";50;16,8;16,8;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 65-69";50;9,2;8,5;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 70-74";34;12,7;12,7;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 70-74";34;7,4;6,5;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 75-79";31;14,6;14,6;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 75-79";31;9;7,7;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 80-84";22;15,9;15,9;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 80-84";22;10,4;8,9;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" 85+";18;19,2;19,2;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" 85+";18;12,9;12,5;"";""
"Baarmoederhalskanker";"C53";1983;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1983;"Vrouwen";" Totaal";300;4,1;5,8;"";""
"Baarmoederhalskanker";"C53";1983;"Totaal";" Totaal";300;2,1;2,9;"117761";"0.3"
"Baarmoederhalskanker";"C53";1984;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 15-19";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 20-24";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 20-24";1;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 20-24";1;0,1;0,1;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 25-29";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 25-29";1;0,2;0,2;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 25-29";1;0,1;0,1;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 30-34";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 30-34";9;1,6;1,6;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 30-34";9;0,8;0,8;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 35-39";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 35-39";15;2,7;2,7;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 35-39";15;1,3;1,3;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 40-44";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 40-44";15;3,5;3,5;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 40-44";15;1,7;1,7;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 45-49";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 45-49";17;4,4;4,4;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 45-49";17;2,2;2,2;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 50-54";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 50-54";25;6,7;6,7;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 50-54";25;3,3;3,3;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 55-59";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 55-59";18;5;5;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 55-59";18;2,6;2,5;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 60-64";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 60-64";53;14,8;14,8;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 60-64";53;7,9;7,4;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 65-69";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 65-69";47;15,9;15,9;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 65-69";47;8,8;8,1;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 70-74";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 70-74";41;15,1;15,1;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 70-74";41;8,8;7,7;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 75-79";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 75-79";37;17;17;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 75-79";37;10,5;9;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 80-84";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 80-84";26;18,1;18,1;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 80-84";26;11,9;10,2;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" 85+";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" 85+";17;17,2;17,2;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" 85+";17;11,7;11,2;"";""
"Baarmoederhalskanker";"C53";1984;"Mannen";" Totaal";0;0;0;"";""
"Baarmoederhalskanker";"C53";1984;"Vrouwen";" Totaal";322;4,4;6;"";""
"Baarmoederhalskanker";"C53";1984;"Totaal";" Totaal";322;2,2;3;"119812";"0.3"
"Baarmoederhalskanker";"C53";1985;"Mannen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 0";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 1-4";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Totaal";" 5-9";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Mannen";" 10-14";0;0;0;"";""
"Baarmoederhalskanker";"C53";1985;"Vrouwen";" 10-14";0;0;0;"";""
